white,white_elo,black,black_elo,result,date,moves
juanze21,1998,carlsen89,2006,1-0,????.??.??,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nxc6 bxc6 Bd3 g6 O-O Bg7 f4 Ne7 f5 f6 Nc3 d5 exd5 cxd5 Bb5+ Bd7 Qe2 d4 Ne4 O-O fxg6 hxg6 Bc4+ Kh7 Nd6 d3 Bxd3 Qb6+ Be3 Qxd6 Qf2 Bf5 Bc4 Rac8 Qh4+ Bh6 Qxh6#
m-vefghi,1671,mvb,1826,0-1,????.??.??,d4 d5 c4 e6 e3 Nf6 Nf3 Nbd7 a3 c5 Nc3 b6 Be2 dxc4 Bxc4 Bb7 O-O Be7 dxc5 Bxc5 b4 Be7 Bb2 O-O h3 h6 Nh2 Nh7 Qg4 Bf6 Rad1 Qe7 Nb5 Bxb2 Rd2 Bf6 Rfd1 Ne5 Qf4 Nxc4 Qxc4 Rac8 Qg4 Bd5 e4 Bb3 Rd7 Bxd1 Qxd1 Rcd8 Rd3 Rxd3 Qxd3 Rd8 Qc4 Qd7 Nf3 Ng5 Nxg5 Bxg5 g3 Bf6 Kg2 a6 Nc3 b5 Qb3 Bxc3 Qxc3 Qd4 Qxd4 Rxd4 f3 Rd3
UriyP,1833,calanque13,1913,0-1,????.??.??,d4 b6 e4 Bb7 f3 e6 Bd3 Nf6 Ne2 Nc6 c3 a5 O-O Ba6 Bg5 Bxd3 Qxd3 h6 Bh4 Be7 Bf2 Nh7 Nd2 O-O f4 d5 e5 f5 exf6 Rxf6 Bg3 Nb8 Nf3 c5 Ne5 cxd4 cxd4 Qe8 Rac1 Rf5 Rc7 Na6 Rcc1 Nb4 Qb1 Rc8 a3 Nc6 Qd3 Nxe5 fxe5 Rxc1 Rxc1 Qg6 Rc8+ Nf8 Nf4 Qf7 Nh3 g6 Nf2 Kg7 h3 Nh7 Rc7 Ng5 Ng4 Ne4 Bh4 g5 Be1 h5 Ne3 Rf4 b4 axb4 Bxb4 Bxb4 Rxf7+ Rxf7 axb4 Rc7 Qa3 Rc3 Qa7+ Kg6 Nf1 Rc1 Qxb6 Kf5 g4+ hxg4 hxg4+ Kxg4 Qxe6+ Kf3 Qf5+ Ke2 Qg4+ Kd3 e6 Nd2 Qf5+ Kxd4 e7 Re1 Kg2 Rxe7 Nxd2 Re2+ Kf1 Rxd2 Qxg5 Rd1+ Ke2 Rb1 Qf6+ Kc4 Qf4+ d4
sergeyy,1415,ejoty,1171,1-0,????.??.??,e4 Nf6 e5 Ng4 Qxg4 Nc6 Nf3 f6 exf6 gxf6 Bc4 d5 Qh5+ Kd7 Bxd5 Nd4
atikus,1587,Golliwog,1063,1-0,????.??.??,e4 e5 f4 Nc6 Nf3 exf4 Bc4 Nf6 Nc3 d6 a3 Be6 Bxe6 fxe6 d4 e5 dxe5 dxe5 Qxd8+ Rxd8 O-O Bc5+ Kh1 Nd4 Nxe5 O-O Bxf4 Nxc2 Rad1 Rxd1 Rxd1 Nd4 Be3 Nb3 Bxc5 Nxc5 h3 Nfxe4 Nxe4 Nxe4 Rd7 Nf2+ Kh2 Ne4 Rxc7
OP_saucy,1820,FeelMyHeat,1780,1-0,????.??.??,d4 c6 c4 d5 Nf3 Nf6 g3 e6 Bg2 dxc4 O-O Be7 Qc2 O-O Rd1 b5 a4 a6 Ne5 Bb7 Na3 Bxa3 bxa3 Qb6 Rb1 Qa7 Be3 Nd5 Be4 f5 Bxd5 cxd5 axb5 axb5 Rxb5 Bc6 Rxb8 Qxa3 Rxf8+ Rxf8 Nxc6
kaligida,1942,l0l00l,1907,1-0,????.??.??,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 Qf6 Qf3 dxc6 Bd3 Bd7 Nc3 O-O-O Be3 Bxe3 Qxe3 Kb8 O-O g5 e5 Qg7 f4 gxf4 Qxf4 Be6 Ne4 Ne7 Nc5 Rhg8 g3 Bh3 Rf2 Ng6 Qb4 b6 Na6+ Kb7 Qc3 Nxe5 Nb4 Rd6 Re1 Nxd3 Qxg7 Rxg7 Nxd3 f5 Nf4 Bg4 h3 Rd1 Rxd1 Bxd1 Kg2 Rd7 c3 c5 Kf1 Ba4 b3 Bc6 Ke1 Re7+ Kd2
andyboy,1377,M1l4n,1352,0-1,????.??.??,e4 e6 Nf3 c5 d4 cxd4 Nxd4 Nf6 e5 Nd5 Bc4 Nc6 Bxd5 exd5 Nxc6 dxc6 Be3 Qe7 f4 f6 Bd4 Qb4+ Bc3 Qxf4 Qe2 Bg4 Qf2 Qxf2+ Kxf2 O-O-O exf6 Bc5+ Kg3 Bf5 fxg7 Rhg8 Rf1 Bxc2 Rf2 Bxf2+ Kxf2 Rd7 Nd2 Rf7+ Kg1 c5 Nf3 d4 Bd2 Rgxg7 Ng5 Rf5 Nf3 Be4 Rf1 Bxf3 Rxf3 Rxf3 h3 Rd3 Bh6 Rg6 Bf4 Rd1+ Kf2 Rf6 g3 Rxf4+ gxf4 Rd2+
xnxx,1786,naiche,1872,0-1,????.??.??,e4 e6 e5 d5 exd6 cxd6 d4 Nf6 c4 Be7 Nc3 O-O Bd3 b6 Bc2 Bb7 Nf3 Nbd7 O-O Re8 Qd3 Nf8 Bg5 Rc8 Bxf6 Bxf6 Rae1 a6 b3 Qc7 Ne4 Be7 Neg5 h6 Nh3 b5 c5 dxc5 dxc5 Qxc5 Bb1 Red8 Qe2 Qc3 Ne5 Bf6 Nxf7 Kxf7 Qh5+ Kg8 Rxe6 Nxe6 Qg6 Nf8 Ng5 Nxg6 h4 hxg5 hxg5 Bxg5 Bxg6 Qc6 f3 Qxg6 Re1 Rc2 Rf1 Be3+ Rf2 Bxf3 g3 Qxg3+ Kf1 Rc1#
joshivan,1678,smq,1759,1-0,????.??.??,e4 d6 Nf3 Bg4 h3 Bh5 g4 Bg6 Bd3 e5 Nc3 c6 b3 Nf6 Ba3 Be7 Qe2 O-O Nh4 Nxe4 Bxe4 Bxh4 Bxg6 fxg6 Ne4 c5 O-O-O d5 Nxc5 Qd6 Kb2 Bf6 Ne4 Qc6 Bxf8 dxe4 Ba3 b6 h4 Nd7 g5 Bd8 Kb1 a5 Qc4+ Qxc4 bxc4 Rc8 d3 Nf8 Bxf8 Kxf8 Rhe1 exd3 cxd3 Bc7 Rc1 Bd6 a4 h6 gxh6 gxh6 Rg1 Kg7 h5 g5 Rce1 Rf8 Rg2 Rf3 Re3 Rf4 Re4 Rf3 Kc2 Rh3 f4 exf4 Re6 Bc5 Rg6+ Kh7 d4 Bxd4 Rd2 Rc3+ Kd1 Rxc4 Re2 Be3 Rb2 Rc1+ Ke2 Rh1 Rgxb6 Rxh5 Ra6 g4 Rb7+ Kg8 Ra8#
Jayago1,1784,SOLHI,1603,1-0,????.??.??,e4 c5 c3 Nc6 d4 cxd4 cxd4 d5 e5 e6 Nc3 Bb4 Be2 Nge7 Nf3 Nf5 O-O Ba5 a3 Bb6 Nb5 O-O Be3 a6 Nc3 Ncxd4 Nxd4 Nxe3 fxe3 Qg5 Rf3 Bc7 Rg3 Qxe5 Bd3 g6 Qf3 Qg7 Rf1 Bxg3 Qxg3 Bd7 Na4 Bxa4 Qc7 Rab8 b3 Rfc8 Qe7 Bb5 Bxb5 axb5 Nxb5 Re8 Qc7 Rec8 Qe7 h6 Nd6 Rf8 b4 d4 e4 d3 Rd1 Qd4+ Kf1 d2 Ke2 Rbd8 Rxd2 Qb6 e5 Qa6+ Kf2 Qb6+ Kf1 Qe3 Re2 Qf4+ Kg1 Qd4+ Kf1 Qd1+ Re1 Qd3+ Kg1 Qd2 Rf1 Qd4+ Kh1 Rde8 Nxe8 Qxe5 Nf6+ Kg7 Nd7 Qe2 Qxf8+ Kh7 Qxf7+ Kh8 Qf6+ Kh7 Nf8+ Kg8 Qxe6+ Qxe6 Nxe6 h5 Rf8+ Kh7 Rf7+ Kg8 Rxb7 g5 Nxg5 h4 Nf3 h3 g3
piramidus,1670,welcome0001,1566,1-0,????.??.??,e4 d5 exd5 Qxd5 d4 g6 Ne2 Bg7 Nbc3 Qd8 a3 Nf6 h3 c6 Bg5 Nbd7 Na4 b6 Nac3 Bb7 f3 O-O Bxf6 exf6 Qd3 c5 d5 a6 O-O-O b5 Ne4 c4 Qe3 a5 Nd6 Ba6 a4 bxa4 Qa3 Nc5 Qxc5 f5 c3 Be5 Nxc4 Bxc4 Qxc4 a3 Qa2 Bd6 b3 Qg5+ f4 Qe7 c4 Qe3+ Kc2 Bb4 Rd3 Qe4 Qa1 Rfd8 Qd4 Qe7 Nc3 Re8 Rd1 Qd6 Bd3 Re7 Rhe1 Rae8 Rxe7 Rxe7 Nb5 Qd7 c5 Qc8 c6 Rd7 Bc4 Re7 d6 Re4 Qd5 Bxd6 Nxd6 Qc7 Nxe4 fxe4 Qxe4
new_1505,1697,malcolmics,1600,1-0,????.??.??,e4 e5 Nc3 Ne7 f4 d5 exd5 Nxd5 fxe5 Nxc3 bxc3 Qd5 d4 Nc6 Nf3 Bg4 Be2 O-O-O O-O f6 exf6 gxf6 Bf4 f5 Qd3 Bd6 Bxd6 Qxd6 Ne5 Nxe5 dxe5 Qxd3 Bxd3 Rhf8 h3 Bh5 Bxf5+ Kb8 g4 Bg6 Rae1 Rd2 Rf2 Rdd8 Ree2 Rde8 Kg2 Re7 Kg3 Ref7 e6 Re7 h4 a6 h5 Bxf5 gxf5 Rf6 Kf4 h6 Rd2 Ka7 Ke5 Rf8 f6 Ree8 e7 Rf7 Rd8 Rxd8 exd8=Q a5 Ke6 Rh7 f7 Ka6 Qg8 Rh8 Qxh8 c6 f8=Q Kb5 Rf4 b6 Qd4 a4 Qc4+ Ka5 Qa8#
Liakos,1430,mykasper,1255,1-0,????.??.??,e4 e5 Bc4 d6 d3 Qh4 Nc3 Bg4 Nf3 Bxf3 Qxf3 Qf6 Qxf6 Nxf6 Nd5 Nxd5 Bxd5 c6 Bc4 b5 Bb3 a5 a3 a4 Ba2 Nd7 Be3 c5 Bd5 Rc8 O-O c4 dxc4 bxc4 c3 Rb8 Rab1 Nb6 Bc6+ Ke7 Bxb6 Rxb6 Bd5 g6 Bxc4 Rc6 Bd5 Rc5 Rfc1 Bh6 Rc2 Rhc8 c4 f5 exf5 gxf5 f3 Be3+ Kf1 Bd4 h3 f4 Ke2 h5 Kd3 h4 Ke4 Rb8 Kf5 Rf8+ Kg4 Rh8 b3 Rcc8 b4 Rcg8+ Bxg8 Rxg8+ Kxh4 Rc8 Kg4 d5 c5 Rc6 h4 e4 fxe4 dxe4 Kxf4 e3 Ke4 Bf6 Kxe3 Bxh4 b5 Re6+ Kf3 Rf6+ Kg4
g0a8b2r0i0e1,1646,_bubu,1707,0-1,????.??.??,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Nxe4 O-O Nxc3 bxc3 Be7 Qb3 O-O Re1 d6 Bf4 Na5 Qa4 Nxc4 Qxc4 Bf5 Qe2 Re8 Nd2 Bf6 Qh5 Bg6 Qg4 d5 h4 h6 h5 Bh7 Bxh6 Qd6 Rab1 b6 Rxe8+ Rxe8 Nf3 c6 Ng5 Bxg5 Bxg5 Bxb1 h6 Re1#
FOFIVIINIANOS,1384,Chessline,1533,0-1,????.??.??,d3 d5 Nf3 c5 Ne5 e6 Nxf7 Kxf7 e4 dxe4 Be3 Nc6 Be2 exd3 O-O dxe2 Qxd8 exf1=Q+ Kxf1 Be7 Nc3 Bxd8 Ne4 Nf6 Nd6+ Ke7 Bxc5 Kd7 Rd1 Kc7 Nf7 Re8 Bd6+ Kb6 a4 Be7 a5+ Kxa5 Bf4 Nd5 Bd2+ Kb5 c4+ Kxc4 b3+ Kxb3 Rb1+ Kc2 Ra1 Kxd2 g3 Rf8 Ng5 Bxg5 f4 Bxf4 gxf4 Rxf4+ Kg2 Bd7 Ra2+ Kc3 h3 Raf8 Ra3+ Kb4 Rd3 Rf2+ Kg3 Rb2 Rd1 Rb3+ Kh4 Rf4+ Kg5 h6+ Kg6 Rg3+ Kh7 Rxh3 Rb1+ Kc5 Rxb7 Rf7 Rb1 g5+ Kg6 Ne5#
obolfazl,1489,karokan2014,1651,1/2-1/2,????.??.??,e4 c6 Bc4 d5 exd5 cxd5 Bb5+ Nc6 d3 a6 Ba4 Nf6 Bg5 d4 Nf3 Bg4 Nbd2 Qa5 Bb3 Bxf3 Qxf3 Qxg5 O-O e6 Ne4 Nxe4 Qxe4 Bd6 Ba4 Qh5 Bxc6+ Ke7 g3 bxc6 Qxc6 Rhc8 Qa4 Qe2 Rac1 h6 Qxd4 h5 Qxg7 Rxc2 Qg5+ Kf8 Qh6+ Kg8 Qg5+ Kf8 Qh6+ Kg8 Qg5+ Kh7 Rxc2 Qxc2 Qxh5+ Kg7 Qg5+ Kf8 Qh6+ Ke7 Qg5+ Kd7 Qf6 Qxd3 Qxf7+ Kc6 Qxe6 Qc2 b3 Rf8 Qe3 Qb2 Rc1+ Kd7 Rd1 Rf6 Qa7+ Ke6 Qe3+ Kd7 Qa7+ Ke8 Qa8+ Kf7 Qb7+ Kg6 Qe4+ Kg7 Qg4+ Rg6 Qd7+ Kh6 Rxd6 Qb1+ Kg2 Qe4+ Kg1 Qe1+ Kg2 Qe4+ Kg1 Qb1+ Kg2 Qe4+
dimlom,1700,OkayChess,1716,1/2-1/2,????.??.??,d4 d5 c4 dxc4 e3 Be6 Qa4+ Nc6 Bxc4 Bxc4 Qxc4 Nf6 Qb3 Na5 Qd3 e6 Qb5+ Nc6 Qxb7 Bb4+ Bd2 Bxd2+ Nxd2 Ne7 b3 O-O Ngf3 Ned5 O-O h5 e4 Nf4 e5 N6d5 Ne4 h4 g3 Ne2+ Kg2 hxg3 hxg3 f5 Neg5 f4 Nxe6 Qd7 Nxf8 Rxf8 Rh1 fxg3 fxg3 Ne3+ Kf2 Nxd4 Kxe3 Rxf3+ Qxf3 Nxf3 Kxf3 Qf5+ Kg2 Qxe5 Rae1 Qb2+ Kf3 Qxa2 Re8+ Kf7 Re3 a5 Rf1 g6 Kg4+ Kg7 Re7+ Kg8 Rff7 Qxb3 Rg7+ Kf8 Rxc7 Qb4+ Kh3 a4 Rb7 Qd6 Rgd7 Qe6+ Kh2 Ke8 Rh7 Qe2+ Kh3 Qf1+ Kg4 Qf5+ Kh4 g5+ Kh5 g4+ Kh4 Qf6+ Kxg4 Qg6+ Kh3 Qf5+ Kg2 Qe4+ Kf2 Qc2+ Ke3 Qc3+ Ke4 Qc4+ Ke5 Qc5+ Ke4 Qc4+ Kf3 Qc3+ Kg2 Qc2+ Kh3 Qf5+ g4 Qf3+ Kh4 Qf6+ g5 Qf4+ Kh5 Qf3+ Kh6 Qh3+ Kg6 Qe6+ Kh5 Qh3+ Kg6 Qe6+ Kg7 Qe5+ Kh6 Qe6+ g6 Qh3+ Kg7 Qc3+ Kg8 Qc4+ Rbf7 a3 Kh8 Qd4+ Rhg7 a2 Ra7 a1=Q Re7+ Kd8 Kg8 Qa2+ Rgf7 Qab2 g7 Qh2 Kf8 Qh8+ g8=Q Qh6+ Rg7 Qdf6+ Qf7 Qh8+ Rg8 Qfh6+ Qg7 Qf4+ Rf7 Qd6+ Re7 Qf4+ Qf7 Qhh6+ Rg7 Qh8+
elaineuk,1514,NewArian,1596,1-0,????.??.??,c4 b6 Nf3 Bb7 g3 Bxf3 exf3 Nc6 Bg2 e6 O-O Bc5 Nc3 Nge7 Ne4 Bd4 Rb1 O-O d3 d5 Nd2 dxc4 Nxc4 Ne5 Nxe5 Bxe5 f4 Bd4 Bxa8 Qxa8 b3 Nd5 Bb2 Bc5 d4 Bd6 Qf3 Rd8 h4 Qc8 h5 Ne7 d5 Nf5 dxe6 Qxe6 Qg4 f6 Rbe1 Qd7 Bxf6 Rf8 Bc3 Bc5 h6 g6 Bg7 Rf7 Rd1 Qb5 Rd8+ Bf8 Rxf8+ Rxf8 Bxf8 Kxf8 Qg5 Qc6 Qd8+ Kf7 Re1 Qc5 Qd7+ Ne7 f5 gxf5 Qe6+ Ke8 Qg8+ Kd7 Rd1+ Kc6 Qxh7 Qc2 Rf1 Nd5 Qg6+ Kb7 h7 Qxa2 Qxf5 Ne7 Qe4+ Nc6 h8=Q Qxb3 Qa8+ Kxa8 Qxc6+ Kb8 Rc1 Qf7 Kg2 a5 Re1 Qg7 Re8+ Ka7 Qa8#
bgdu84,1529,kozlov,2073,0-1,????.??.??,e4 e6 Nf3 d5 e5 c5 d3 Nc6 c3 Nge7 b3 Ng6 Bb2 Ngxe5 Nxe5 Nxe5 d4 cxd4 cxd4 Nc6 Qc2 Qc7 Bb5 Bd6 Bxc6+ bxc6 Nc3 Ba6 Na4 O-O Nc5 Bxc5 Qxc5 f6 Qc2 e5 dxe5 fxe5 Qc3 Qf7 Qxe5 Qxf2+ Kd1 Rae8 Qc3 Qe2+ Kc1 Rf1+ Rxf1 Qxf1+ Kc2 Re2+ Qd2 Rxd2+ Kxd2 Qe2+ Kc1 Bd3 b4 Qc2#
schaak,1343,leonariel,1196,1-0,????.??.??,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nd4 c3 Bg4 Qa4+ Bd7 Qd1 Bg4 f3 Ne4 d3 Qxg5 Bxg5 Bxf3 gxf3 Nxg5 cxd4 Bd6 Qa4+ Ke7 Kf1 Nxf3 dxe5
kazablanka,1989,CrazyMadMax4,2076,0-1,????.??.??,e4 e5 Bc4 Nc6 d3 Nf6 Nf3 Bc5 Nc3 d6 O-O Be6 Bb3 O-O h3 Ne7 Ne2 Nd7 Ng3 Bxb3 axb3 f5 exf5 Nxf5 Nxf5 Rxf5 Be3 Qf6 Qe2 Rf8 Nh2 Qg6 c3 Bb6 b4 Nf6 Bxb6 axb6 Ra7 Nd5 Rxb7 Nf4 Qe3 Qxg2#
kampus,1685,Nomadic_George,1653,1-0,????.??.??,e4 e5 Nf3 Nc6 Bc4 h6 c3 g6 d4 exd4 cxd4 Bg7 Be3 Nge7 Nc3 O-O Qd2 Kh7 h3 d6 O-O-O f5 g4 fxg4 Nh4 gxh3 f4 Na5 Bd3 Nac6 e5 dxe5 fxe5 Nf5 Nxf5 Bxf5 Bxf5 Rxf5 Rxh3 h5 Rg1 Qd7 Ne4 Qe6 Ng5+ Rxg5 Rxg5 Qxh3 Qd3 Qh1+ Rg1 Qd5 Qxg6+
micky2619,1773,khodamam41,1867,1-0,????.??.??,e4 e6 f4 d5 e5 c5 Nf3 Nc6 Be2 Nh6 O-O Be7 d4 Qb6 Be3 Qxb2 Nbd2 cxd4 Rb1 Qxa2 Nxd4 Nxd4 Bxd4 O-O Bd3 Qa4 Bf2 Qxf4 Bxa7 Qxe5 Bf2 Bd6 Nf3 Qh5 Rb3 Ng4 h3 Nxf2 Rxf2 Bc5 Qf1 Bxf2+ Qxf2 Ra1+ Kh2 e5 Be2 e4 Ne1 Qe5+ Kg1 d4 Rg3 e3 Qf3 Rxe1+ Kh2 Bd7 Bd3 Bc6 Qe4 Qxe4 Bxe4 Bxe4 c4 Bd3 Rf3 e2 Kg3 Rf1 Rf4 e1=Q+ Kg4 g5 Kh5 Rxf4 g4
west223,1905,keinohrhasen,1447,1-0,????.??.??,d4 Nf6 c4 d6 Nc3 Bd7 e4 e6 Bd3 Be7 Nge2 O-O O-O c5 d5 e5 f4 Nc6 dxc6 Bxc6 Nd5 b5 cxb5 Bxd5 exd5 Rb8 Nc3 a5 bxa6 Qb6 Bc4 Nd7 Kh1 exf4 Rxf4 Ne5 Bb5 Ra8 a4 Bg5 Rf5 Bxc1 Rxc1 g6 Rf4 Rfe8 Qd2 f6 Rxf6 Ng4 Re6 Rf8 h3 Nf6 Rf1 Qd8 Qg5 Ne4 Rxf8+ Qxf8 Nxe4 Qf1+ Bxf1
babaei,1451,MILANO66,1613,0-1,????.??.??,e4 g6 e5 Bg7 d4 d6 f4 dxe5 fxe5 f6 exf6 Nxf6 Nf3 O-O Bc4+ Kh8 O-O Bg4 Qd3 Bf5 Qc3 Nc6 Na3 Ne4 Qe3 Nxd4 Nxd4 Bxd4 Rf3 Bxe3+ Bxe3 c6 Bh6 Qb6+ Be3 Qxb2 Raf1 Qxa3 Bh6 Qc5+ Kh1 Rfd8 Bd3 Rxd3 cxd3 Nf6 Be3 Qa5 Bd4 Qxa2 Bxf6+ exf6 g4 Bxd3 Rxd3 Qc4 Rdf3 Qd5 Kg1 Re8 Rxf6 Re2 Rf8+ Kg7 R1f7+ Kh6 Rf2 Qd4 Rf3 Qxg4+ Kf1 Rxf2+ Kxf2 Qh4+ Kg2 b5 Rh3 Qxh3+ Kxh3 a5 Kg3 a4 Kf3 a3 Ke2 a2 Kd2 a1=Q Kd3 Qa4 Kc3 Kg5 h4+ Kf5 h5 g5 h6 Ke5 Kd3 Qd4+ Ke2 Qc3 Kf2 Ke4 Kg2 Kf4 Kh2 Qg3+ Kh1 Qd3 Kg2 g4 Kf2 g3+ Kg2 Qf3+ Kh3 Qg4+ Kg2 Qh3+ Kg1 Qh2+ Kf1 Qf2#
Shahrokh55,1459,kblycnglr,1565,1-0,????.??.??,d4 c5 d5 d6 e4 Nf6 Nc3 e6 Bc4 a6 Bg5 e5 h3 b5 Be2 Be7 Bf3 O-O Nge2 Nfd7 Bxe7 Qxe7 Ng3 b4 Nce2 Nf6 Qd2 g6 Qg5 Nbd7 Nf5 Qe8 Nxd6 Qd8 Ng3 Ne8 Qxd8
Marce11o,1557,arbershabani97,1380,0-1,????.??.??,e4 e5 f4 d6 Nf3 f6 fxe5 fxe5 Bc4 Nc6 Bxg8 Rxg8 O-O Bg4 c3 h5 d4 exd4 cxd4 Qe7 Nc3 O-O-O Bg5 Qe8 Bxd8 Qxd8 Ne2 g5 Qd2 Bh6 d5 Ne5 Nxe5 Bxe2 Qxe2 dxe5 Qxh5 Rh8 Qg4+ Kb8 Rf5 Qe7 Raf1 Qc5+ Kh1 a6 Qf3 Ka8 Rf8+ Bxf8 Qc3 Qxc3 bxc3 Bd6 c4 b6 g3 Kb7 Rf5 Rg8 Kg2 g4 Rf7 a5 h3 gxh3+ Kxh3 a4 Rh7 Ka6 Rh5 Ka5 g4 Kb4 Rf5 Kxc4 g5 Kd4 Kg4 Kxe4 Rf1 Kxd5 Rd1+ Ke6 Re1 Be7 Re4 Rxg5+ Kf3 b5 Re2 Rf5+ Ke4 Rf4+ Kd3 c5 Rb2 c4+ Ke2 b4 Rxb4 Bxb4 Ke3 c3 Kd3 e4+ Kc2 Rf2+ Kb1 e3
s_dvoryanchikov,1524,kozlov,2075,0-1,????.??.??,e4 e6 a3 d5 c3 Nf6 exd5 exd5 Be2 Be7 Nf3 O-O d4 Bg4 O-O Bxf3 Bxf3 c6 Nd2 Bd6 Be2 Qc7 Nf3 Ne4 Ne5 Bxe5 dxe5 Qxe5 Bf3 Nd7 Bxe4 Qxe4 c4 Qxc4 Bf4 Nc5 Bd6 Nb3 Bxf8 Nxa1 Bd6 Nb3 Bc7 Rc8 Bd6 Nd4 Bb4 c5 Ba5 b6 Bc3 Nb5 Be1 d4 b4 cxb4 Bxb4 Nc3 Bxc3 dxc3 Re1 c2 Qc1 Qc3 Re2 Rd8
nimapashi-1380,1500,neurocon2,1550,1-0,????.??.??,d4 d5 c4 e6 c5 f6 Nc3 c6 Bf4 g5 Bg3 f5 h3 f4 Bh2 h5 e3 Bg7 exf4 g4 f5 exf5 Bd3 gxh3 gxh3 Nf6 Nf3 Ne4 O-O Nxc3 bxc3 Be6 Re1 Qf6 Qe2 Nd7 Qxe6+ Qxe6 Rxe6+ Kf7 Rae1 Rad8 Bg3 f4 Bh4
mmtbod,1418,SvimeonJalatiXII,1500,1-0,????.??.??,d4 Nf6 c4 g6 Nc3 Bg7 Nf3 O-O e4 Nc6 d5 Nb8 Bd3 c6 O-O cxd5 cxd5 e6 dxe6 fxe6 Bc4 Qb6 e5 Ng4 h3 Nxe5 Nxe5 Bxe5 Na4 Qc7 Bb3 Nc6 Be3 d5 f4 d4 fxe5 dxe3 Qg4 Qxe5 Nc3 Nd4 Bc4 Rxf1+ Rxf1 g5 h4 h6 h5 e2 Nxe2 Qe3+ Rf2 Kg7 Nxd4 Qc1+ Kh2
zohre,1538,gentle_breeze,1570,1-0,????.??.??,e3 c5 d3 Qc7 Nf3 e6 g3 a6 Bg2 Nc6 O-O b6 Nbd2 Bb7 c4 O-O-O e4 Nf6 Nb3 h5 h4 Ng4 Ng5 d6 Bf4 f6 Nxe6 Qe7 Nxd8 Nxd8 Bh3 g5 hxg5 fxg5 Bxg4+ hxg4 Qxg4+ Kb8 Bxg5 Qh7 Qh4 Qxh4 Bxh4 Nf7 d4 cxd4 Nxd4 Ne5 f3 Rh7 b3 Ng6 Ne6 Be7 Bxe7 Nxe7 f4 Bxe4 Ng5 Rh1+ Kf2 Rh2+ Ke3 Bf5 Nf7 Kc7 Rad1 Rh3 Kf2 Nc6 Nxd6 Rh2+ Kg1 Ne7 Kxh2
edas,1690,rennes35,1665,0-1,????.??.??,d4 d5 Nf3 c6 b3 e6 g3 Nf6 Bg5 Be7 Bg2 Nbd7 Nbd2 h6 Bxf6 Nxf6 e4 dxe4 Ne5 Qxd4 f4 Bb4 Nc4 e3 a3 exd2+ Nxd2 Bc5 b4 Qf2#
Guinsoo,1672,bgdu84,1525,1-0,????.??.??,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nd4 O-O Be7 c3 b5 cxd4 bxc4 dxe5 Nxd5 Nf3 f6 Qa4+ Bd7 Qxc4 c6 d4 O-O Nc3 Kh8 Nxd5 cxd5 Qxd5 Be8 Qxd8 Rxd8 Be3 Bc6 e6 Bxf3 gxf3 Bd6 d5 Rfe8 Rfd1 Rc8 a3 Kg8 b4 Kf8 a4 Ke7 b5 Kd8 Bxa7 Kc7 b6+ Kb7 a5 Ra8 a6+ Kc8 b7+
radamus,1777,happyboyy,1815,1/2-1/2,????.??.??,e4 d5 exd5 Nf6 d4 Nxd5 Nf3 Bg4 Be2 e6 Bg5 Be7 Bxe7 Qxe7 O-O O-O Re1 Qb4 b3 Nc6 c4 Nf4 a3 Nxe2+ Rxe2 Qd6 d5 Bxf3 gxf3 exd5 cxd5 Rfe8 Nc3 Ne5 Re3 Ng6 Ne4 Qe5 Qe1 Nh4 Nf6+ gxf6 Rxe5 Nxf3+ Kf1 Nxe1 Rxe8+ Rxe8 Rxe1 Kf8 Rxe8+ Kxe8 Ke2 Ke7 Kd3 Kd6 Kd4 f5 f4 a5 b4 axb4 axb4 b6 b5 h5 h4 f6 Kc4 Kd7 Kd4 Ke7 Kc4 Kd6 Kd4
boogy_man,1815,EdPof,2029,0-1,????.??.??,d4 c6 c4 d5 Nf3 Nf6 Nc3 Bf5 e3 e6 Nh4 Bg4 Qb3 Qb6 f3 Qxb3 axb3 Bh5 g4 Bg6 e4 dxe4 g5 Nfd7 Nxe4 Na6 Nxg6 hxg6 Kf2 Nb4 Bf4 f5 Nd6+ Bxd6 Bxd6 Na6 f4 Kf7 Bg2 Rhc8 b4 Nc7 Rhe1 Nb6 b3 Ne8 Bc5 Nd7 Bxa7 Nc7 Bc5 Na6 Bd6 Nc7 Rxa8 Nxa8 Ra1 Nab6 Ra7 Ra8 Rxb7 Ra2+
